年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2014,3,22,土,いちご,46100,福　岡,40.0,182906,1027,,
2014,3,22,土,いちご,46100,栃　木,9.0,152221,930,,
2014,3,22,土,いちご,46100,長　崎,42.0,115815,833,,
2014,3,24,月,いちご,46100,,,726110,880,82.7,95.2
2014,3,24,月,いちご,46100,福　岡,40.0,152496,974,,
2014,3,24,月,いちご,46100,栃　木,9.0,114406,859,,
2014,3,24,月,いちご,46100,長　崎,42.0,99768,798,,
2014,3,25,火,いちご,46100,,,482765,888,66.5,100.9
2014,3,25,火,いちご,46100,福　岡,40.0,101290,972,,
2014,3,25,火,いちご,46100,栃　木,9.0,75901,872,,
2014,3,25,火,いちご,46100,長　崎,42.0,68545,801,,
2014,3,27,木,いちご,46100,,,801543,855,166.0,96.3
2014,3,27,木,いちご,46100,福　岡,40.0,169179,909,,
2014,3,27,木,いちご,46100,栃　木,9.0,143664,844,,
2014,3,27,木,いちご,46100,長　崎,42.0,96512,781,,
2014,3,28,金,いちご,46100,,,504945,853,63.0,99.8
2014,3,28,金,いちご,46100,福　岡,40.0,113237,908,,
2014,3,28,金,いちご,46100,栃　木,9.0,86168,836,,
2014,3,28,金,いちご,46100,長　崎,42.0,80234,776,,
2014,3,29,土,いちご,46100,,,531793,855,105.3,100.2
2014,3,29,土,いちご,46100,福　岡,40.0,125014,896,,
2014,3,29,土,いちご,46100,栃　木,9.0,88509,851,,
2014,3,29,土,いちご,46100,長　崎,42.0,72175,771,,
2014,3,31,月,いちご,46100,,,837660,805,157.5,94.2
2014,3,31,月,いちご,46100,福　岡,40.0,201258,824,,
2014,3,31,月,いちご,46100,栃　木,9.0,122649,808,,
2014,3,31,月,いちご,46100,長　崎,42.0,120008,732,,
2014,4,1,火,いちご,46100,,,479961,821,57.3,102.0
2014,4,1,火,いちご,46100,福　岡,40.0,114738,814,,
2014,4,1,火,いちご,46100,栃　木,9.0,70614,836,,
2014,4,1,火,いちご,46100,長　崎,42.0,67342,761,,
2014,4,2,水,いちご,46100,,,407212,801,84.8,97.6
2014,4,2,水,いちご,46100,福　岡,40.0,101713,773,,
2014,4,2,水,いちご,46100,栃　木,9.0,61369,829,,
2014,4,2,水,いちご,46100,長　崎,42.0,57106,750,,
2014,4,3,木,いちご,46100,,,417770,803,102.6,100.2
2014,4,3,木,いちご,46100,福　岡,40.0,100849,773,,
2014,4,3,木,いちご,46100,栃　木,9.0,68668,823,,
2014,4,3,木,いちご,46100,長　崎,42.0,51128,753,,
2014,4,4,金,いちご,46100,,,428340,802,102.5,99.9
2014,4,4,金,いちご,46100,福　岡,40.0,102997,762,,
2014,4,4,金,いちご,46100,栃　木,9.0,69152,829,,
2014,4,4,金,いちご,46100,長　崎,42.0,56189,753,,
2014,4,5,土,いちご,46100,,,452949,820,105.7,102.2
2014,4,5,土,いちご,46100,福　岡,40.0,104928,800,,
2014,4,5,土,いちご,46100,栃　木,9.0,80880,825,,
2014,4,5,土,いちご,46100,長　崎,42.0,57476,768,,
2014,4,7,月,いちご,46100,,,612940,825,135.3,100.6
2014,4,7,月,いちご,46100,福　岡,40.0,132666,828,,
2014,4,7,月,いちご,46100,栃　木,9.0,103834,823,,
2014,4,7,月,いちご,46100,長　崎,42.0,84452,771,,
2014,4,8,火,いちご,46100,,,353472,868,57.7,105.2
2014,4,8,火,いちご,46100,栃　木,9.0,72330,836,,
2014,4,8,火,いちご,46100,福　岡,40.0,72296,871,,
2014,4,8,火,いちご,46100,長　崎,42.0,42270,826,,
2014,4,10,木,いちご,46100,,,583233,868,165.0,100.0
2014,4,10,木,いちご,46100,福　岡,40.0,131685,840,,
2014,4,10,木,いちご,46100,栃　木,9.0,120466,829,,
2014,4,10,木,いちご,46100,長　崎,42.0,60834,839,,
2014,4,11,金,いちご,46100,,,336458,892,57.7,102.8
2014,4,11,金,いちご,46100,福　岡,40.0,78037,862,,
2014,4,11,金,いちご,46100,栃　木,9.0,63547,833,,
2014,4,11,金,いちご,46100,長　崎,42.0,38203,874,,
2014,4,12,土,いちご,46100,,,373396,920,111.0,103.1
2014,4,12,土,いちご,46100,栃　木,9.0,77499,847,,
2014,4,12,土,いちご,46100,福　岡,40.0,76825,897,,
2014,4,12,土,いちご,46100,佐　賀,41.0,41276,1004,,
2014,4,14,月,いちご,46100,,,565466,909,151.4,98.8
2014,4,14,月,いちご,46100,福　岡,40.0,126244,884,,
2014,4,14,月,いちご,46100,栃　木,9.0,108898,845,,
2014,4,14,月,いちご,46100,佐　賀,41.0,66477,1000,,
2014,4,15,火,いちご,46100,,,336094,933,59.4,102.6
2014,4,15,火,いちご,46100,福　岡,40.0,76399,885,,
2014,4,15,火,いちご,46100,栃　木,9.0,62561,921,,
2014,4,15,火,いちご,46100,佐　賀,41.0,40051,995,,
2014,4,16,水,いちご,46100,,,109563,943,32.6,101.1
2014,4,16,水,いちご,46100,熊　本,43.0,22052,930,,
2014,4,16,水,いちご,46100,福　岡,40.0,20136,947,,
2014,4,16,水,いちご,46100,佐　賀,41.0,16563,966,,
2014,4,17,木,いちご,46100,,,475722,939,434.2,99.6
2014,4,17,木,いちご,46100,栃　木,9.0,121461,919,,
2014,4,17,木,いちご,46100,福　岡,40.0,106177,865,,
2014,4,17,木,いちご,46100,佐　賀,41.0,51838,1027,,
2014,4,18,金,いちご,46100,,,325318,950,68.4,101.2
2014,4,18,金,いちご,46100,栃　木,9.0,68260,928,,
2014,4,18,金,いちご,46100,福　岡,40.0,65561,877,,
2014,4,18,金,いちご,46100,佐　賀,41.0,36265,1035,,
2014,4,19,土,いちご,46100,,,350373,961,107.7,101.2
2014,4,19,土,いちご,46100,栃　木,9.0,78949,935,,
2014,4,19,土,いちご,46100,福　岡,40.0,63502,908,,
2014,4,19,土,いちご,46100,佐　賀,41.0,40196,1054,,
2014,4,21,月,いちご,46100,,,501920,950,143.3,98.9
2014,4,21,月,いちご,46100,栃　木,9.0,106153,926,,
2014,4,21,月,いちご,46100,福　岡,40.0,93022,892,,
2014,4,21,月,いちご,46100,佐　賀,41.0,62820,991,,
2014,4,22,火,いちご,46100,,,289536,968,57.7,101.9
2014,4,22,火,いちご,46100,栃　木,9.0,61321,942,,
2014,4,22,火,いちご,46100,福　岡,40.0,56230,915,,
2014,4,22,火,いちご,46100,佐　賀,41.0,34457,1020,,
2014,4,24,木,いちご,46100,,,460571,968,159.1,100.0
2014,4,24,木,いちご,46100,栃　木,9.0,103517,945,,
2014,4,24,木,いちご,46100,福　岡,40.0,91466,903,,
2014,4,24,木,いちご,46100,佐　賀,41.0,55457,1034,,
2014,4,25,金,いちご,46100,,,269126,977,58.4,100.9
2014,4,25,金,いちご,46100,栃　木,9.0,61428,964,,
2014,4,25,金,いちご,46100,福　岡,40.0,51105,887,,
2014,4,25,金,いちご,46100,佐　賀,41.0,35655,1060,,
2014,4,26,土,いちご,46100,,,299544,983,111.3,100.6
2014,4,26,土,いちご,46100,栃　木,9.0,79076,957,,
2014,4,26,土,いちご,46100,福　岡,40.0,49911,917,,
2014,4,26,土,いちご,46100,佐　賀,41.0,34337,1053,,
2014,4,28,月,いちご,46100,,,460895,982,153.9,99.9
2014,4,28,月,いちご,46100,栃　木,9.0,122991,941,,
2014,4,28,月,いちご,46100,福　岡,40.0,71811,923,,
2014,4,28,月,いちご,46100,佐　賀,41.0,52790,1059,,
2014,4,30,水,いちご,46100,,,455047,944,98.7,96.1
2014,4,30,水,いちご,46100,栃　木,9.0,118939,878,,
2014,4,30,水,いちご,46100,福　岡,40.0,83513,880,,
2014,4,30,水,いちご,46100,佐　賀,41.0,46983,1045,,
2014,5,1,木,いちご,46100,,,250369,954,55.0,101.1
2014,5,1,木,いちご,46100,栃　木,9.0,65303,863,,
2014,5,1,木,いちご,46100,福　岡,40.0,44228,916,,
2014,5,1,木,いちご,46100,佐　賀,41.0,32750,1042,,
2014,5,2,金,いちご,46100,,,255103,965,101.9,101.2
2014,5,2,金,いちご,46100,栃　木,9.0,66889,897,,
2014,5,2,金,いちご,46100,福　岡,40.0,45174,899,,
2014,5,2,金,いちご,46100,佐　賀,41.0,30041,1061,,
2014,5,3,土,いちご,46100,,,12019,1157,4.7,119.9
2014,5,3,土,いちご,46100,佐　賀,41.0,5297,1142,,
2014,5,3,土,いちご,46100,宮　城,4.0,4346,1129,,
2014,5,5,月,いちご,46100,,,169675,940,66.5,97.4
2014,5,5,月,いちご,46100,佐　賀,41.0,40163,991,,
2014,5,5,月,いちご,46100,熊　本,43.0,39567,837,,
2014,5,5,月,いちご,46100,福　岡,40.0,29632,931,,
2014,5,6,火,いちご,46100,,,572678,887,337.5,94.4
2014,5,6,火,いちご,46100,栃　木,9.0,199564,841,,
2014,5,6,火,いちご,46100,福　岡,40.0,97543,810,,
2014,5,6,火,いちご,46100,愛　知,23.0,72751,925,,
2014,5,7,水,いちご,46100,,,307770,917,53.7,103.4
2014,5,7,水,いちご,46100,栃　木,9.0,71325,865,,
2014,5,7,水,いちご,46100,佐　賀,41.0,44176,967,,
2014,5,7,水,いちご,46100,福　岡,40.0,40683,844,,
2014,5,8,木,いちご,46100,,,203348,905,66.1,98.7
2014,5,8,木,いちご,46100,栃　木,9.0,47081,853,,
2014,5,8,木,いちご,46100,佐　賀,41.0,32449,1006,,
2014,5,8,木,いちご,46100,福　岡,40.0,31550,825,,
2014,5,9,金,いちご,46100,,,189606,901,93.2,99.6
2014,5,9,金,いちご,46100,栃　木,9.0,44075,853,,
2014,5,9,金,いちご,46100,福　岡,40.0,28829,817,,
2014,5,9,金,いちご,46100,佐　賀,41.0,27262,960,,
2014,5,10,土,いちご,46100,,,234331,914,123.6,101.4
2014,5,10,土,いちご,46100,栃　木,9.0,60436,855,,
2014,5,10,土,いちご,46100,福　岡,40.0,33878,840,,
2014,5,10,土,いちご,46100,佐　賀,41.0,30841,1012,,
2014,5,12,月,いちご,46100,,,379114,850,161.8,93.0
2014,5,12,月,いちご,46100,栃　木,9.0,105185,752,,
2014,5,12,月,いちご,46100,福　岡,40.0,54361,815,,
2014,5,12,月,いちご,46100,佐　賀,41.0,48234,953,,
2014,5,13,火,いちご,46100,,,228210,839,60.2,98.7
2014,5,13,火,いちご,46100,栃　木,9.0,61520,757,,
2014,5,13,火,いちご,46100,福　岡,40.0,36060,790,,
2014,5,13,火,いちご,46100,佐　賀,41.0,26969,896,,
2014,5,15,木,いちご,46100,,,361183,809,158.3,96.4
2014,5,15,木,いちご,46100,栃　木,9.0,108811,738,,
2014,5,15,木,いちご,46100,福　岡,40.0,46586,724,,
2014,5,15,木,いちご,46100,佐　賀,41.0,45215,897,,
2014,5,16,金,いちご,46100,,,195153,818,54.0,101.1
2014,5,16,金,いちご,46100,栃　木,9.0,50283,745,,
2014,5,16,金,いちご,46100,福　岡,40.0,27174,727,,
2014,5,16,金,いちご,46100,佐　賀,41.0,25182,898,,
2014,5,17,土,いちご,46100,,,220939,810,113.2,99.0
2014,5,17,土,いちご,46100,栃　木,9.0,61422,736,,
2014,5,17,土,いちご,46100,佐　賀,41.0,35212,879,,
2014,5,17,土,いちご,46100,福　岡,40.0,26977,727,,
2014,5,19,月,いちご,46100,,,314924,769,142.5,94.9
2014,5,19,月,いちご,46100,栃　木,9.0,88486,684,,
2014,5,19,月,いちご,46100,佐　賀,41.0,45889,851,,
2014,5,19,月,いちご,46100,愛　知,23.0,37394,694,,
2014,5,20,火,いちご,46100,,,172469,773,54.8,100.5
2014,5,20,火,いちご,46100,栃　木,9.0,47456,687,,
2014,5,20,火,いちご,46100,佐　賀,41.0,22253,836,,
2014,5,20,火,いちご,46100,愛　知,23.0,20095,694,,
2014,5,21,水,いちご,46100,,,166847,756,96.7,97.8
2014,5,21,水,いちご,46100,栃　木,9.0,47481,683,,
2014,5,21,水,いちご,46100,佐　賀,41.0,22139,800,,
2014,5,21,水,いちご,46100,愛　知,23.0,19274,666,,
2014,5,22,木,いちご,46100,,,156680,781,93.9,103.3
2014,5,22,木,いちご,46100,栃　木,9.0,45765,684,,
2014,5,22,木,いちご,46100,佐　賀,41.0,21953,858,,
2014,5,22,木,いちご,46100,愛　知,23.0,18535,676,,
2014,5,23,金,いちご,46100,,,136471,782,87.1,100.1
2014,5,23,金,いちご,46100,栃　木,9.0,42488,689,,
2014,5,23,金,いちご,46100,愛　知,23.0,16977,653,,
2014,5,23,金,いちご,46100,佐　賀,41.0,14187,883,,
2014,5,24,土,いちご,46100,,,142072,814,104.1,104.1
2014,5,24,土,いちご,46100,栃　木,9.0,43834,716,,
2014,5,24,土,いちご,46100,佐　賀,41.0,19913,931,,
2014,5,24,土,いちご,46100,愛　知,23.0,17209,672,,
2014,5,26,月,いちご,46100,,,226652,799,159.5,98.2
2014,5,26,月,いちご,46100,栃　木,9.0,64981,703,,
2014,5,26,月,いちご,46100,佐　賀,41.0,32000,906,,
2014,5,26,月,いちご,46100,愛　知,23.0,29630,678,,
2014,5,27,火,いちご,46100,,,137207,810,60.5,101.4
2014,5,27,火,いちご,46100,栃　木,9.0,39116,702,,
2014,5,27,火,いちご,46100,佐　賀,41.0,19920,868,,
2014,5,27,火,いちご,46100,愛　知,23.0,18035,694,,
2014,5,29,木,いちご,46100,,,198480,801,144.7,98.9
2014,5,29,木,いちご,46100,栃　木,9.0,59266,698,,
2014,5,29,木,いちご,46100,愛　知,23.0,25994,688,,
2014,5,29,木,いちご,46100,佐　賀,41.0,23421,882,,
2014,5,30,金,いちご,46100,,,104884,827,52.8,103.2
2014,5,30,金,いちご,46100,栃　木,9.0,26911,694,,
2014,5,30,金,いちご,46100,愛　知,23.0,14808,689,,
2014,5,30,金,いちご,46100,佐　賀,41.0,13990,914,,
2014,5,31,土,いちご,46100,,,125566,832,119.7,100.6
2014,5,31,土,いちご,46100,栃　木,9.0,29338,691,,
2014,5,31,土,いちご,46100,佐　賀,41.0,21574,908,,
2014,5,31,土,いちご,46100,愛　知,23.0,18176,696,,
2014,6,2,月,いちご,46100,,,129611,847,103.2,101.8
2014,6,2,月,いちご,46100,栃　木,9.0,22684,682,,
2014,6,2,月,いちご,46100,佐　賀,41.0,20838,876,,
2014,6,2,月,いちご,46100,宮　城,4.0,19856,958,,
2014,6,3,火,いちご,46100,,,79062,880,61.0,103.9
2014,6,3,火,いちご,46100,佐　賀,41.0,13333,939,,
2014,6,3,火,いちご,46100,宮　城,4.0,12758,964,,
2014,6,3,火,いちご,46100,愛　知,23.0,10782,739,,
2014,6,5,木,いちご,46100,,,112819,884,−,−
2014,6,5,木,いちご,46100,宮　城,4.0,23865,929,,
2014,6,5,木,いちご,46100,佐　賀,41.0,16827,879,,
2014,6,5,木,いちご,46100,栃　木,9.0,13901,712,,
2014,6,6,金,いちご,46100,,,60298,931,53.4,105.3
2014,6,6,金,いちご,46100,宮　城,4.0,15010,928,,
2014,6,6,金,いちご,46100,佐　賀,41.0,10118,984,,
2014,6,6,金,いちご,46100,愛　知,23.0,6086,781,,
2014,6,7,土,いちご,46100,,,58517,934,97.0,100.3
2014,6,7,土,いちご,46100,佐　賀,41.0,11138,1007,,
2014,6,7,土,いちご,46100,宮　城,4.0,10366,942,,
2014,6,7,土,いちご,46100,愛　知,23.0,6772,792,,
2014,6,9,月,いちご,46100,,,77545,931,132.5,99.7
2014,6,9,月,いちご,46100,宮　城,4.0,20605,889,,
2014,6,9,月,いちご,46100,佐　賀,41.0,16002,985,,
2014,6,9,月,いちご,46100,愛　知,23.0,6286,844,,
2014,6,10,火,いちご,46100,,,48363,981,62.4,105.4
2014,6,10,火,いちご,46100,宮　城,4.0,12963,968,,
2014,6,10,火,いちご,46100,佐　賀,41.0,8728,1004,,
2014,6,10,火,いちご,46100,愛　知,23.0,5095,891,,
2014,6,12,木,いちご,46100,,,58443,978,120.8,99.7
2014,6,12,木,いちご,46100,宮　城,4.0,16540,909,,
2014,6,12,木,いちご,46100,佐　賀,41.0,10843,997,,
2014,6,12,木,いちご,46100,愛　知,23.0,5286,942,,
2014,6,13,金,いちご,46100,,,30817,1032,52.7,105.5
2014,6,13,金,いちご,46100,宮　城,4.0,7341,936,,
2014,6,13,金,いちご,46100,佐　賀,41.0,5894,1063,,
2014,6,13,金,いちご,46100,大　分,44.0,2415,990,,
2014,6,14,土,いちご,46100,,,39219,1048,127.3,101.6
2014,6,14,土,いちご,46100,宮　城,4.0,14036,916,,
2014,6,14,土,いちご,46100,佐　賀,41.0,7124,1106,,
2014,6,14,土,いちご,46100,香　川,37.0,2831,1419,,
2014,6,16,月,いちご,46100,,,32213,1100,82.1,105.0
2014,6,16,月,いちご,46100,宮　城,4.0,6777,912,,
2014,6,16,月,いちご,46100,佐　賀,41.0,6767,1088,,
2014,6,16,月,いちご,46100,香　川,37.0,3324,1282,,
2014,6,17,火,いちご,46100,,,19474,1157,60.5,105.2
2014,6,17,火,いちご,46100,佐　賀,41.0,3744,1130,,
2014,6,17,火,いちご,46100,宮　城,4.0,2655,1022,,
2014,6,17,火,いちご,46100,香　川,37.0,2088,1296,,
2014,6,19,木,いちご,46100,,,27700,1225,142.2,105.9
2014,6,19,木,いちご,46100,佐　賀,41.0,4996,1104,,
2014,6,19,木,いちご,46100,宮　城,4.0,4545,979,,
2014,6,19,木,いちご,46100,秋　田,5.0,3812,1748,,
2014,6,20,金,いちご,46100,,,13852,1253,50.0,102.3
2014,6,20,金,いちご,46100,秋　田,5.0,2745,1715,,
2014,6,20,金,いちご,46100,佐　賀,41.0,2218,1220,,
2014,6,20,金,いちご,46100,大　分,44.0,1676,1005,,
2014,6,21,土,いちご,46100,,,14779,1343,106.7,107.2
2014,6,21,土,いちご,46100,秋　田,5.0,2836,1745,,
2014,6,21,土,いちご,46100,佐　賀,41.0,2250,1292,,
2014,6,21,土,いちご,46100,宮　城,4.0,1665,1053,,
2014,6,23,月,いちご,46100,,,31764,994,214.9,74.0
2014,6,23,月,いちご,46100,福　岡,40.0,14182,540,,
2014,6,23,月,いちご,46100,秋　田,5.0,4720,1694,,
2014,6,23,月,いちご,46100,佐　賀,41.0,2172,1246,,
2014,6,24,火,いちご,46100,,,10459,1451,32.9,146.0
2014,6,24,火,いちご,46100,秋　田,5.0,3362,1724,,
2014,6,24,火,いちご,46100,大　分,44.0,1167,1035,,
2014,6,24,火,いちご,46100,北海道,1.0,1046,1347,,
2014,6,25,水,いちご,46100,,,774,1056,2.4,106.2
2014,6,25,水,いちご,46100,北海道,1.0,771,1058,,
2014,6,26,木,いちご,46100,,,13131,1478,1696.5,140.0
2014,6,26,木,いちご,46100,秋　田,5.0,4760,1707,,
2014,6,26,木,いちご,46100,北海道,1.0,1317,1432,,
2014,6,26,木,いちご,46100,香　川,37.0,976,1351,,
2014,6,27,金,いちご,46100,,,6439,1519,49.0,102.8
2014,6,27,金,いちご,46100,秋　田,5.0,2525,1607,,
2014,6,27,金,いちご,46100,北海道,1.0,1037,1232,,
2014,6,27,金,いちご,46100,大　分,44.0,427,1092,,
2014,6,28,土,いちご,46100,,,8540,1613,132.6,106.2
2014,6,28,土,いちご,46100,秋　田,5.0,3507,1640,,
2014,6,28,土,いちご,46100,北海道,1.0,1078,1296,,
2014,6,28,土,いちご,46100,群　馬,10.0,584,1438,,
2014,6,30,月,いちご,46100,,,8091,1644,94.7,101.9
2014,6,30,月,いちご,46100,秋　田,5.0,3240,1609,,
2014,6,30,月,いちご,46100,北海道,1.0,1375,1466,,
2014,6,30,月,いちご,46100,大　分,44.0,467,1086,,
2014,7,1,火,いちご,46100,,,4510,1837,55.7,111.7
2014,7,1,火,いちご,46100,秋　田,5.0,1409,1746,,
2014,7,1,火,いちご,46100,北海道,1.0,839,1783,,
2014,7,1,火,いちご,46100,宮　城,4.0,525,2302,,
2014,7,2,水,いちご,46100,,,3564,1829,79.0,99.6
2014,7,2,水,いちご,46100,秋　田,5.0,986,1769,,
2014,7,2,水,いちご,46100,北海道,1.0,690,1619,,
2014,7,2,水,いちご,46100,宮　城,4.0,460,2274,,
2014,7,3,木,いちご,46100,,,4591,1848,128.8,101.0
2014,7,3,木,いちご,46100,秋　田,5.0,1323,1782,,
2014,7,3,木,いちご,46100,北海道,1.0,787,1922,,
2014,7,3,木,いちご,46100,長　野,20.0,377,2197,,
2014,7,4,金,いちご,46100,,,3880,1931,84.5,104.5
2014,7,4,金,いちご,46100,秋　田,5.0,1152,1820,,
2014,7,4,金,いちご,46100,北海道,1.0,758,2046,,
2014,7,4,金,いちご,46100,長　野,20.0,440,2311,,
2014,7,5,土,いちご,46100,,,4988,1937,128.6,100.3
2014,7,5,土,いちご,46100,秋　田,5.0,1143,1859,,
2014,7,5,土,いちご,46100,北海道,1.0,926,2138,,
2014,7,5,土,いちご,46100,長　野,20.0,625,2225,,
2014,7,7,月,いちご,46100,,,5304,2071,106.3,106.9
2014,7,7,月,いちご,46100,秋　田,5.0,1019,1745,,
2014,7,7,月,いちご,46100,北海道,1.0,1010,2105,,
2014,7,7,月,いちご,46100,長　野,20.0,866,2374,,
2014,7,8,火,いちご,46100,,,4316,2064,81.4,99.7
2014,7,8,火,いちご,46100,北海道,1.0,1000,2349,,
2014,7,8,火,いちご,46100,長　野,20.0,743,2160,,
2014,7,8,火,いちご,46100,秋　田,5.0,693,1739,,
2014,7,10,木,いちご,46100,,,6521,2161,151.1,104.7
2014,7,10,木,いちご,46100,北海道,1.0,1741,2288,,
2014,7,10,木,いちご,46100,長　野,20.0,1120,2308,,
2014,7,10,木,いちご,46100,青　森,2.0,1000,2425,,
2014,7,11,金,いちご,46100,,,3893,2080,59.7,96.3
2014,7,11,金,いちご,46100,北海道,1.0,765,2264,,
2014,7,11,金,いちご,46100,秋　田,5.0,663,1720,,
2014,7,11,金,いちご,46100,宮　城,4.0,618,2067,,
2014,7,12,土,いちご,46100,,,6685,1355,171.7,65.1
2014,7,12,土,いちご,46100,福　岡,40.0,3000,389,,
2014,7,12,土,いちご,46100,青　森,2.0,805,2502,,
2014,7,12,土,いちご,46100,北海道,1.0,763,1964,,
2014,7,14,月,いちご,46100,,,5448,2113,81.5,155.9
2014,7,14,月,いちご,46100,北海道,1.0,1390,2139,,
2014,7,14,月,いちご,46100,長　野,20.0,1349,2362,,
2014,7,14,月,いちご,46100,青　森,2.0,1035,2137,,
2014,7,15,火,いちご,46100,,,3251,2040,59.7,96.5
2014,7,15,火,いちご,46100,長　野,20.0,872,2381,,
2014,7,15,火,いちご,46100,北海道,1.0,854,1991,,
2014,7,15,火,いちご,46100,青　森,2.0,404,1793,,
2014,7,16,水,いちご,46100,,,2855,2027,52.4,95.9
2014,7,16,水,いちご,46100,北海道,1.0,1104,2020,,
2014,7,16,水,いちご,46100,長　野,20.0,595,2412,,
2014,7,16,水,いちご,46100,青　森,2.0,337,1321,,
2014,7,17,木,いちご,46100,,,4230,1986,148.2,98.0
2014,7,17,木,いちご,46100,青　森,2.0,1405,1799,,
2014,7,17,木,いちご,46100,北海道,1.0,963,2076,,
2014,7,17,木,いちご,46100,長　野,20.0,615,2377,,
2014,7,18,金,いちご,46100,,,3687,1907,87.2,96.0
2014,7,18,金,いちご,46100,北海道,1.0,1283,1722,,
2014,7,18,金,いちご,46100,長　野,20.0,786,2441,,
2014,7,18,金,いちご,46100,宮　城,4.0,371,1986,,
2014,7,19,土,いちご,46100,,,5036,1938,136.6,101.6
2014,7,19,土,いちご,46100,北海道,1.0,1414,1962,,
2014,7,19,土,いちご,46100,長　野,20.0,1213,2058,,
2014,7,19,土,いちご,46100,青　森,2.0,680,1954,,
2014,7,22,火,いちご,46100,,,7362,1969,−,−
2014,7,22,火,いちご,46100,北海道,1.0,2197,1911,,
2014,7,22,火,いちご,46100,長　野,20.0,1724,2342,,
2014,7,22,火,いちご,46100,青　森,2.0,927,1567,,
2014,7,23,水,いちご,46100,,,3702,1989,50.3,101.0
2014,7,23,水,いちご,46100,北海道,1.0,1802,1908,,
2014,7,23,水,いちご,46100,長　野,20.0,616,2353,,
2014,7,23,水,いちご,46100,宮　城,4.0,267,1968,,
2014,7,24,木,いちご,46100,,,3979,1876,107.5,94.3
2014,7,24,木,いちご,46100,北海道,1.0,1415,1655,,
2014,7,24,木,いちご,46100,長　野,20.0,752,2191,,
2014,7,24,木,いちご,46100,青　森,2.0,502,2147,,
2014,7,25,金,いちご,46100,,,3791,1907,95.3,101.7
2014,7,25,金,いちご,46100,北海道,1.0,1226,1951,,
2014,7,25,金,いちご,46100,長　野,20.0,1100,1928,,
2014,7,25,金,いちご,46100,青　森,2.0,341,1612,,
2014,7,26,土,いちご,46100,,,4131,1977,109.0,103.7
2014,7,26,土,いちご,46100,北海道,1.0,1451,1821,,
2014,7,26,土,いちご,46100,長　野,20.0,824,2223,,
2014,7,26,土,いちご,46100,青　森,2.0,681,2150,,
2014,7,28,月,いちご,46100,,,6139,1705,148.6,86.2
2014,7,28,月,いちご,46100,北海道,1.0,1813,1604,,
2014,7,28,月,いちご,46100,長　野,20.0,1728,1696,,
2014,7,28,月,いちご,46100,岐　阜,21.0,805,1584,,
2014,7,29,火,いちご,46100,,,3985,1767,64.9,103.6
2014,7,29,火,いちご,46100,北海道,1.0,1270,1735,,
2014,7,29,火,いちご,46100,長　野,20.0,891,2122,,
2014,7,29,火,いちご,46100,岐　阜,21.0,481,1528,,
2014,7,31,木,いちご,46100,,,5661,1871,142.1,105.9
2014,7,31,木,いちご,46100,北海道,1.0,1795,1755,,
2014,7,31,木,いちご,46100,長　野,20.0,1489,2118,,
2014,7,31,木,いちご,46100,青　森,2.0,683,2093,,
2014,8,1,金,いちご,46100,,,3249,1743,57.4,93.2
2014,8,1,金,いちご,46100,北海道,1.0,1100,1758,,
2014,8,1,金,いちご,46100,長　野,20.0,682,2098,,
2014,8,1,金,いちご,46100,宮　城,4.0,461,1188,,
2014,8,2,土,いちご,46100,,,3743,1865,115.2,107.0
2014,8,2,土,いちご,46100,北海道,1.0,1157,1763,,
2014,8,2,土,いちご,46100,長　野,20.0,823,2135,,
2014,8,2,土,いちご,46100,青　森,2.0,455,1806,,
2014,8,4,月,いちご,46100,,,5881,1792,157.1,96.1
2014,8,4,月,いちご,46100,北海道,1.0,1886,1794,,
2014,8,4,月,いちご,46100,長　野,20.0,1805,1946,,
2014,8,4,月,いちご,46100,岐　阜,21.0,523,1559,,
2014,8,5,火,いちご,46100,,,3594,1722,61.1,96.1
2014,8,5,火,いちご,46100,北海道,1.0,1094,1811,,
2014,8,5,火,いちご,46100,長　野,20.0,753,2183,,
2014,8,5,火,いちご,46100,青　森,2.0,474,1321,,
2014,8,6,水,いちご,46100,,,2448,1825,68.1,106.0
2014,8,6,水,いちご,46100,北海道,1.0,803,1684,,
2014,8,6,水,いちご,46100,長　野,20.0,766,1970,,
2014,8,6,水,いちご,46100,広　島,34.0,190,2171,,
2014,8,7,木,いちご,46100,,,3325,1813,135.8,99.3
2014,8,7,木,いちご,46100,北海道,1.0,882,1965,,
2014,8,7,木,いちご,46100,長　野,20.0,798,1998,,
2014,8,7,木,いちご,46100,青　森,2.0,446,1894,,
2014,8,8,金,いちご,46100,,,3002,1747,90.3,96.4
2014,8,8,金,いちご,46100,長　野,20.0,971,1890,,
2014,8,8,金,いちご,46100,北海道,1.0,745,1774,,
2014,8,8,金,いちご,46100,青　森,2.0,291,1503,,
2014,8,9,土,いちご,46100,,,2862,1900,95.3,108.8
2014,8,9,土,いちご,46100,北海道,1.0,918,1916,,
2014,8,9,土,いちご,46100,長　野,20.0,694,2103,,
2014,8,9,土,いちご,46100,青　森,2.0,348,2055,,
2014,8,11,月,いちご,46100,,,3886,1807,135.8,95.1
2014,8,11,月,いちご,46100,北海道,1.0,1361,1748,,
2014,8,11,月,いちご,46100,長　野,20.0,1222,1902,,
2014,8,11,月,いちご,46100,青　森,2.0,328,2213,,
