年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2014,8,12,火,いちご,46100,,,2274,1711,58.5,94.7
2014,8,12,火,いちご,46100,北海道,1.0,725,1721,,
2014,8,12,火,いちご,46100,長　野,20.0,484,2151,,
2014,8,12,火,いちご,46100,宮　城,4.0,249,1711,,
2014,8,13,水,いちご,46100,,,2406,1872,61.9,103.6
2014,8,13,水,いちご,46100,北海道,1.0,1124,1841,,
2014,8,13,水,いちご,46100,長　野,20.0,441,2174,,
2014,8,13,水,いちご,46100,宮　城,4.0,207,1690,,
2014,8,14,木,いちご,46100,,,2164,1937,89.9,103.5
2014,8,14,木,いちご,46100,北海道,1.0,778,1899,,
2014,8,14,木,いちご,46100,長　野,20.0,624,1988,,
2014,8,14,木,いちご,46100,青　森,2.0,216,2093,,
2014,8,16,土,いちご,46100,,,36,1764,−,−
2014,8,16,土,いちご,46100,宮　崎,45.0,36,1764,,
2014,8,18,月,いちご,46100,,,4948,1847,******,104.7
2014,8,18,月,いちご,46100,北海道,1.0,1679,1549,,
2014,8,18,月,いちご,46100,長　野,20.0,1596,2126,,
2014,8,18,月,いちご,46100,青　森,2.0,438,2152,,
2014,8,19,火,いちご,46100,,,1872,1817,37.8,98.4
2014,8,19,火,いちご,46100,長　野,20.0,612,1932,,
2014,8,19,火,いちご,46100,北海道,1.0,609,1708,,
2014,8,19,火,いちご,46100,宮　城,4.0,150,1726,,
2014,8,20,水,いちご,46100,,,1833,1633,97.9,89.9
2014,8,20,水,いちご,46100,北海道,1.0,516,1409,,
2014,8,20,水,いちご,46100,長　野,20.0,419,1916,,
2014,8,20,水,いちご,46100,岐　阜,21.0,209,1699,,
2014,8,21,木,いちご,46100,,,2541,1552,138.6,95.0
2014,8,21,木,いちご,46100,長　野,20.0,1172,1592,,
2014,8,21,木,いちご,46100,北海道,1.0,721,1169,,
2014,8,21,木,いちご,46100,岐　阜,21.0,164,1776,,
2014,8,22,金,いちご,46100,,,1554,1953,61.2,125.8
2014,8,22,金,いちご,46100,北海道,1.0,531,1900,,
2014,8,22,金,いちご,46100,長　野,20.0,452,2124,,
2014,8,22,金,いちご,46100,岐　阜,21.0,163,1699,,
2014,8,23,土,いちご,46100,,,1778,2121,114.4,108.6
2014,8,23,土,いちご,46100,北海道,1.0,650,2041,,
2014,8,23,土,いちご,46100,長　野,20.0,504,2257,,
2014,8,23,土,いちご,46100,青　森,2.0,149,2179,,
2014,8,25,月,いちご,46100,,,2756,2024,155.0,95.4
2014,8,25,月,いちご,46100,北海道,1.0,947,1815,,
2014,8,25,月,いちご,46100,長　野,20.0,844,2173,,
2014,8,25,月,いちご,46100,岐　阜,21.0,287,1984,,
2014,8,26,火,いちご,46100,,,1653,2131,60.0,105.3
2014,8,26,火,いちご,46100,北海道,1.0,627,2272,,
2014,8,26,火,いちご,46100,長　野,20.0,491,2018,,
2014,8,26,火,いちご,46100,宮　城,4.0,137,1857,,
2014,8,28,木,いちご,46100,,,2578,2149,156.0,100.8
2014,8,28,木,いちご,46100,北海道,1.0,841,2097,,
2014,8,28,木,いちご,46100,長　野,20.0,745,2122,,
2014,8,28,木,いちご,46100,岐　阜,21.0,238,2222,,
2014,8,29,金,いちご,46100,,,1462,2154,56.7,100.2
2014,8,29,金,いちご,46100,北海道,1.0,504,2278,,
2014,8,29,金,いちご,46100,長　野,20.0,425,2008,,
2014,8,29,金,いちご,46100,宮　城,4.0,212,2036,,
2014,8,30,土,いちご,46100,,,1591,2298,108.8,106.7
2014,8,30,土,いちご,46100,北海道,1.0,606,2281,,
2014,8,30,土,いちご,46100,長　野,20.0,331,2176,,
2014,8,30,土,いちご,46100,福　岡,40.0,140,2862,,
2014,9,1,月,いちご,46100,,,2073,2288,130.3,99.6
2014,9,1,月,いちご,46100,北海道,1.0,695,2207,,
2014,9,1,月,いちご,46100,長　野,20.0,549,2248,,
2014,9,1,月,いちご,46100,青　森,2.0,227,2765,,
2014,9,2,火,いちご,46100,,,1181,2261,57.0,98.8
2014,9,2,火,いちご,46100,北海道,1.0,419,2180,,
2014,9,2,火,いちご,46100,長　野,20.0,239,2326,,
2014,9,2,火,いちご,46100,岐　阜,21.0,123,2173,,
2014,9,3,水,いちご,46100,,,1414,2313,119.7,102.3
2014,9,3,水,いちご,46100,北海道,1.0,730,2412,,
2014,9,3,水,いちご,46100,長　野,20.0,250,2290,,
2014,9,3,水,いちご,46100,岐　阜,21.0,108,2194,,
2014,9,4,木,いちご,46100,,,1195,2334,84.5,100.9
2014,9,4,木,いちご,46100,北海道,1.0,417,2317,,
2014,9,4,木,いちご,46100,長　野,20.0,334,2310,,
2014,9,4,木,いちご,46100,青　森,2.0,181,2717,,
2014,9,5,金,いちご,46100,,,1225,2367,102.5,101.4
2014,9,5,金,いちご,46100,北海道,1.0,716,2458,,
2014,9,5,金,いちご,46100,長　野,20.0,217,2115,,
2014,9,5,金,いちご,46100,青　森,2.0,75,2721,,
2014,9,6,土,いちご,46100,,,1489,2477,121.6,104.6
2014,9,6,土,いちご,46100,北海道,1.0,825,2608,,
2014,9,6,土,いちご,46100,長　野,20.0,347,2199,,
2014,9,6,土,いちご,46100,青　森,2.0,119,2661,,
2014,9,8,月,いちご,46100,,,2271,2431,152.5,98.1
2014,9,8,月,いちご,46100,北海道,1.0,1089,2396,,
2014,9,8,月,いちご,46100,長　野,20.0,328,2434,,
2014,9,8,月,いちご,46100,青　森,2.0,267,2722,,
2014,9,9,火,いちご,46100,,,1873,2467,82.5,101.5
2014,9,9,火,いちご,46100,北海道,1.0,914,2622,,
2014,9,9,火,いちご,46100,長　野,20.0,423,2235,,
2014,9,9,火,いちご,46100,青　森,2.0,130,2799,,
2014,9,11,木,いちご,46100,,,7568,1300,404.1,52.7
2014,9,11,木,いちご,46100,栃　木,9.0,4587,502,,
2014,9,11,木,いちご,46100,北海道,1.0,1533,2551,,
2014,9,12,金,いちご,46100,,,1639,2526,21.7,194.3
2014,9,12,金,いちご,46100,北海道,1.0,869,2583,,
2014,9,12,金,いちご,46100,長　野,20.0,207,2351,,
2014,9,12,金,いちご,46100,岐　阜,21.0,151,2341,,
2014,9,13,土,いちご,46100,,,2006,2589,122.4,102.5
2014,9,13,土,いちご,46100,北海道,1.0,795,2636,,
2014,9,13,土,いちご,46100,長　野,20.0,434,2398,,
2014,9,13,土,いちご,46100,青　森,2.0,319,2838,,
2014,9,16,火,いちご,46100,,,3873,2536,−,−
2014,9,16,火,いちご,46100,北海道,1.0,1633,2482,,
2014,9,16,火,いちご,46100,長　野,20.0,892,2497,,
2014,9,16,火,いちご,46100,青　森,2.0,475,2847,,
2014,9,17,水,いちご,46100,,,1776,2571,−,−
2014,9,17,水,いちご,46100,北海道,1.0,878,2572,,
2014,9,17,水,いちご,46100,長　野,20.0,235,2745,,
2014,9,17,水,いちご,46100,青　森,2.0,183,2462,,
2014,9,18,木,いちご,46100,,,1557,2532,87.7,98.5
2014,9,18,木,いちご,46100,北海道,1.0,490,2335,,
2014,9,18,木,いちご,46100,長　野,20.0,336,2477,,
2014,9,18,木,いちご,46100,青　森,2.0,258,2857,,
2014,9,19,金,いちご,46100,,,1565,2657,100.5,104.9
2014,9,19,金,いちご,46100,北海道,1.0,724,2583,,
2014,9,19,金,いちご,46100,長　野,20.0,241,2756,,
2014,9,19,金,いちご,46100,青　森,2.0,150,2741,,
2014,9,20,土,いちご,46100,,,1528,2723,97.6,102.5
2014,9,20,土,いちご,46100,北海道,1.0,477,2677,,
2014,9,20,土,いちご,46100,長　野,20.0,324,2596,,
2014,9,20,土,いちご,46100,青　森,2.0,250,2932,,
2014,9,22,月,いちご,46100,,,2476,2643,162.0,97.1
2014,9,22,月,いちご,46100,北海道,1.0,963,2450,,
2014,9,22,月,いちご,46100,長　野,20.0,450,2789,,
2014,9,22,月,いちご,46100,青　森,2.0,297,2813,,
2014,9,24,水,いちご,46100,,,3027,2772,122.3,104.9
2014,9,24,水,いちご,46100,北海道,1.0,1588,2729,,
2014,9,24,水,いちご,46100,青　森,2.0,406,2887,,
2014,9,24,水,いちご,46100,長　野,20.0,305,2925,,
2014,9,25,木,いちご,46100,,,2204,2685,72.8,96.9
2014,9,25,木,いちご,46100,北海道,1.0,791,2503,,
2014,9,25,木,いちご,46100,長　野,20.0,470,2649,,
2014,9,25,木,いちご,46100,青　森,2.0,324,2885,,
2014,9,26,金,いちご,46100,,,2035,2748,92.3,102.3
2014,9,26,金,いちご,46100,北海道,1.0,1059,2725,,
2014,9,26,金,いちご,46100,青　森,2.0,196,2818,,
2014,9,26,金,いちご,46100,長　野,20.0,191,2945,,
2014,9,27,土,いちご,46100,,,2480,2754,121.9,100.2
2014,9,27,土,いちご,46100,北海道,1.0,926,2715,,
2014,9,27,土,いちご,46100,長　野,20.0,502,2681,,
2014,9,27,土,いちご,46100,青　森,2.0,383,2892,,
2014,9,29,月,いちご,46100,,,3762,2760,151.7,100.2
2014,9,29,月,いちご,46100,北海道,1.0,1605,2580,,
2014,9,29,月,いちご,46100,青　森,2.0,596,2902,,
2014,9,29,月,いちご,46100,長　野,20.0,489,3132,,
2014,9,30,火,いちご,46100,,,2811,2730,74.7,98.9
2014,9,30,火,いちご,46100,北海道,1.0,1019,2768,,
2014,9,30,火,いちご,46100,長　野,20.0,669,2780,,
2014,9,30,火,いちご,46100,青　森,2.0,219,2466,,
2014,10,1,水,いちご,46100,,,2366,2733,62.9,99.0
2014,10,1,水,いちご,46100,北海道,1.0,1067,2661,,
2014,10,1,水,いちご,46100,青　森,2.0,312,2763,,
2014,10,1,水,いちご,46100,長　野,20.0,302,2974,,
2014,10,2,木,いちご,46100,,,2734,2739,115.6,100.2
2014,10,2,木,いちご,46100,北海道,1.0,954,2708,,
2014,10,2,木,いちご,46100,長　野,20.0,511,2691,,
2014,10,2,木,いちご,46100,青　森,2.0,506,2948,,
2014,10,3,金,いちご,46100,,,2262,2732,82.7,99.7
2014,10,3,金,いちご,46100,北海道,1.0,911,2745,,
2014,10,3,金,いちご,46100,青　森,2.0,328,2658,,
2014,10,3,金,いちご,46100,長　野,20.0,258,3086,,
2014,10,4,土,いちご,46100,,,2587,2800,114.4,102.5
2014,10,4,土,いちご,46100,北海道,1.0,913,2737,,
2014,10,4,土,いちご,46100,長　野,20.0,517,2909,,
2014,10,4,土,いちご,46100,青　森,2.0,400,2954,,
2014,10,6,月,いちご,46100,,,3579,2720,138.3,97.1
2014,10,6,月,いちご,46100,北海道,1.0,1232,2628,,
2014,10,6,月,いちご,46100,青　森,2.0,638,2640,,
2014,10,6,月,いちご,46100,長　野,20.0,585,3025,,
2014,10,7,火,いちご,46100,,,2945,2591,82.3,95.3
2014,10,7,火,いちご,46100,北海道,1.0,1002,2721,,
2014,10,7,火,いちご,46100,長　野,20.0,717,2737,,
2014,10,7,火,いちご,46100,青　森,2.0,340,2472,,
2014,10,8,水,いちご,46100,,,88,2039,2.5,75.0
2014,10,8,水,いちご,46100,北海道,1.0,88,2039,,
2014,10,9,木,いちご,46100,,,3877,2645,4405.7,129.7
2014,10,9,木,いちご,46100,北海道,1.0,1466,2585,,
2014,10,9,木,いちご,46100,青　森,2.0,510,2708,,
2014,10,9,木,いちご,46100,長　野,20.0,447,2859,,
2014,10,10,金,いちご,46100,,,1928,2625,49.7,99.2
2014,10,10,金,いちご,46100,北海道,1.0,912,2614,,
2014,10,10,金,いちご,46100,長　野,20.0,206,2831,,
2014,10,10,金,いちご,46100,岐　阜,21.0,198,2462,,
2014,10,11,土,いちご,46100,,,2487,2712,129.0,103.3
2014,10,11,土,いちご,46100,北海道,1.0,801,2625,,
2014,10,11,土,いちご,46100,長　野,20.0,426,2879,,
2014,10,11,土,いちご,46100,山　形,6.0,242,2589,,
2014,10,14,火,いちご,46100,,,4901,2584,−,−
2014,10,14,火,いちご,46100,北海道,1.0,1907,2471,,
2014,10,14,火,いちご,46100,長　野,20.0,895,2809,,
2014,10,14,火,いちご,46100,青　森,2.0,524,2816,,
2014,10,15,水,いちご,46100,,,2907,2792,−,−
2014,10,15,水,いちご,46100,北海道,1.0,1195,2560,,
2014,10,15,水,いちご,46100,長　野,20.0,295,2837,,
2014,10,15,水,いちご,46100,静　岡,22.0,284,4331,,
2014,10,16,木,いちご,46100,,,2413,2655,83.0,95.1
2014,10,16,木,いちご,46100,北海道,1.0,680,2494,,
2014,10,16,木,いちご,46100,長　野,20.0,333,2686,,
2014,10,16,木,いちご,46100,青　森,2.0,288,2737,,
2014,10,17,金,いちご,46100,,,2016,2641,83.5,99.5
2014,10,17,金,いちご,46100,北海道,1.0,853,2471,,
2014,10,17,金,いちご,46100,山　形,6.0,197,2612,,
2014,10,17,金,いちご,46100,徳　島,36.0,177,1904,,
2014,10,18,土,いちご,46100,,,2685,2743,133.2,103.9
2014,10,18,土,いちご,46100,北海道,1.0,615,2521,,
2014,10,18,土,いちご,46100,青　森,2.0,305,2790,,
2014,10,18,土,いちご,46100,秋　田,5.0,301,2567,,
2014,10,20,月,いちご,46100,,,3343,2715,124.5,99.0
2014,10,20,月,いちご,46100,北海道,1.0,1017,2402,,
2014,10,20,月,いちご,46100,青　森,2.0,431,2797,,
2014,10,20,月,いちご,46100,山　形,6.0,339,2436,,
2014,10,21,火,いちご,46100,,,3326,2590,99.5,95.4
2014,10,21,火,いちご,46100,栃　木,9.0,836,2441,,
2014,10,21,火,いちご,46100,北海道,1.0,625,2460,,
2014,10,21,火,いちご,46100,長　野,20.0,406,2770,,
2014,10,23,木,いちご,46100,,,5512,2608,165.7,100.7
2014,10,23,木,いちご,46100,栃　木,9.0,1364,2400,,
2014,10,23,木,いちご,46100,北海道,1.0,1345,2475,,
2014,10,23,木,いちご,46100,長　野,20.0,535,2676,,
2014,10,24,金,いちご,46100,,,3072,2621,55.7,100.5
2014,10,24,金,いちご,46100,栃　木,9.0,868,2463,,
2014,10,24,金,いちご,46100,北海道,1.0,864,2513,,
2014,10,24,金,いちご,46100,山　形,6.0,288,2365,,
2014,10,25,土,いちご,46100,,,4112,2722,133.9,103.9
2014,10,25,土,いちご,46100,栃　木,9.0,1631,2556,,
2014,10,25,土,いちご,46100,北海道,1.0,544,2400,,
2014,10,25,土,いちご,46100,愛　知,23.0,297,2907,,
2014,10,27,月,いちご,46100,,,6234,2524,151.6,92.7
2014,10,27,月,いちご,46100,栃　木,9.0,2538,2245,,
2014,10,27,月,いちご,46100,北海道,1.0,851,2321,,
2014,10,27,月,いちご,46100,愛　知,23.0,593,2794,,
2014,10,28,火,いちご,46100,,,6040,2439,96.9,96.6
2014,10,28,火,いちご,46100,栃　木,9.0,2851,2204,,
2014,10,28,火,いちご,46100,北海道,1.0,852,2527,,
2014,10,28,火,いちご,46100,山　形,6.0,310,2404,,
2014,10,29,水,いちご,46100,,,5206,2478,83.5,98.2
2014,10,29,水,いちご,46100,栃　木,9.0,2582,2242,,
2014,10,29,水,いちご,46100,北海道,1.0,708,2319,,
2014,10,29,水,いちご,46100,静　岡,22.0,391,3207,,
2014,10,30,木,いちご,46100,,,7364,2540,141.5,102.5
2014,10,30,木,いちご,46100,栃　木,9.0,3398,2300,,
2014,10,30,木,いちご,46100,北海道,1.0,931,2525,,
2014,10,30,木,いちご,46100,愛　知,23.0,722,2839,,
2014,10,31,金,いちご,46100,,,6220,2490,84.5,98.0
2014,10,31,金,いちご,46100,栃　木,9.0,3522,2341,,
2014,10,31,金,いちご,46100,愛　知,23.0,654,2764,,
2014,10,31,金,いちご,46100,静　岡,22.0,609,2698,,
2014,11,1,土,いちご,46100,,,9890,2629,159.0,105.6
2014,11,1,土,いちご,46100,栃　木,9.0,4772,2423,,
2014,11,1,土,いちご,46100,愛　知,23.0,1326,2704,,
2014,11,1,土,いちご,46100,静　岡,22.0,618,3226,,
2014,11,4,火,いちご,46100,,,28423,2172,−,−
2014,11,4,火,いちご,46100,栃　木,9.0,16640,2002,,
2014,11,4,火,いちご,46100,愛　知,23.0,4034,2133,,
2014,11,4,火,いちご,46100,静　岡,22.0,1574,2672,,
2014,11,5,水,いちご,46100,,,16190,2089,57.0,96.2
2014,11,5,水,いちご,46100,栃　木,9.0,10984,1923,,
2014,11,5,水,いちご,46100,愛　知,23.0,1456,2119,,
2014,11,5,水,いちご,46100,静　岡,22.0,683,2897,,
2014,11,6,木,いちご,46100,,,22504,2140,139.0,102.4
2014,11,6,木,いちご,46100,栃　木,9.0,11984,1952,,
2014,11,6,木,いちご,46100,愛　知,23.0,4531,2162,,
2014,11,6,木,いちご,46100,静　岡,22.0,1275,2467,,
2014,11,7,金,いちご,46100,,,14263,2133,63.4,99.7
2014,11,7,金,いちご,46100,栃　木,9.0,8446,1995,,
2014,11,7,金,いちご,46100,愛　知,23.0,1929,2118,,
2014,11,7,金,いちご,46100,茨　城,8.0,760,1898,,
2014,11,8,土,いちご,46100,,,28191,2137,197.7,100.2
2014,11,8,土,いちご,46100,栃　木,9.0,14137,1993,,
2014,11,8,土,いちご,46100,愛　知,23.0,5780,2052,,
2014,11,8,土,いちご,46100,茨　城,8.0,1542,1872,,
2014,11,10,月,いちご,46100,,,31474,1934,111.6,90.5
2014,11,10,月,いちご,46100,栃　木,9.0,17316,1788,,
2014,11,10,月,いちご,46100,愛　知,23.0,5207,1917,,
2014,11,10,月,いちご,46100,茨　城,8.0,2011,1618,,
2014,11,11,火,いちご,46100,,,34897,1974,110.9,102.1
2014,11,11,火,いちご,46100,栃　木,9.0,15338,1771,,
2014,11,11,火,いちご,46100,愛　知,23.0,6576,1852,,
2014,11,11,火,いちご,46100,茨　城,8.0,2243,1624,,
2014,11,13,木,いちご,46100,,,64308,1882,184.3,95.3
2014,11,13,木,いちご,46100,栃　木,9.0,29918,1704,,
2014,11,13,木,いちご,46100,愛　知,23.0,10593,1871,,
2014,11,13,木,いちご,46100,茨　城,8.0,3747,1534,,
2014,11,14,金,いちご,46100,,,39142,1894,60.9,100.6
2014,11,14,金,いちご,46100,栃　木,9.0,19971,1718,,
2014,11,14,金,いちご,46100,愛　知,23.0,5950,1913,,
2014,11,14,金,いちご,46100,熊　本,43.0,2652,2214,,
2014,11,15,土,いちご,46100,,,61392,1917,156.8,101.2
2014,11,15,土,いちご,46100,栃　木,9.0,27100,1734,,
2014,11,15,土,いちご,46100,愛　知,23.0,11463,1912,,
2014,11,15,土,いちご,46100,福　岡,40.0,4059,2536,,
2014,11,17,月,いちご,46100,,,70504,1791,114.8,93.4
2014,11,17,月,いちご,46100,栃　木,9.0,36155,1614,,
2014,11,17,月,いちご,46100,愛　知,23.0,8808,1842,,
2014,11,17,月,いちご,46100,福　岡,40.0,4394,2367,,
2014,11,18,火,いちご,46100,,,59771,1801,84.8,100.6
2014,11,18,火,いちご,46100,栃　木,9.0,26300,1608,,
2014,11,18,火,いちご,46100,愛　知,23.0,8822,1779,,
2014,11,18,火,いちご,46100,福　岡,40.0,4437,2376,,
2014,11,20,木,いちご,46100,,,81976,1787,137.2,99.2
2014,11,20,木,いちご,46100,栃　木,9.0,38563,1584,,
2014,11,20,木,いちご,46100,愛　知,23.0,8668,1865,,
2014,11,20,木,いちご,46100,福　岡,40.0,7427,2294,,
2014,11,21,金,いちご,46100,,,56453,1804,68.9,101.0
2014,11,21,金,いちご,46100,栃　木,9.0,26853,1586,,
2014,11,21,金,いちご,46100,愛　知,23.0,7186,1929,,
2014,11,21,金,いちご,46100,福　岡,40.0,5477,2277,,
2014,11,22,土,いちご,46100,,,84002,1855,148.8,102.8
2014,11,22,土,いちご,46100,栃　木,9.0,34808,1605,,
2014,11,22,土,いちご,46100,愛　知,23.0,9563,1911,,
2014,11,22,土,いちご,46100,福　岡,40.0,8329,2265,,
2014,11,24,月,いちご,46100,,,27,2464,0.0,136.6
2014,11,24,月,いちご,46100,福　岡,40.0,27,2464,,
2014,11,25,火,いちご,46100,,,207292,1673,******,67.9
2014,11,25,火,いちご,46100,栃　木,9.0,78712,1501,,
2014,11,25,火,いちご,46100,愛　知,23.0,24710,1746,,
2014,11,25,火,いちご,46100,福　岡,40.0,22448,2101,,
2014,11,26,水,いちご,46100,,,122616,1608,59.2,96.1
2014,11,26,水,いちご,46100,栃　木,9.0,53803,1476,,
2014,11,26,水,いちご,46100,愛　知,23.0,13544,1628,,
2014,11,26,水,いちご,46100,福　岡,40.0,11503,2093,,
2014,11,27,木,いちご,46100,,,128421,1601,104.7,99.6
2014,11,27,木,いちご,46100,栃　木,9.0,43674,1468,,
2014,11,27,木,いちご,46100,福　岡,40.0,16746,2028,,
2014,11,27,木,いちご,46100,愛　知,23.0,12729,1605,,
2014,11,28,金,いちご,46100,,,115140,1620,89.7,101.2
2014,11,28,金,いちご,46100,栃　木,9.0,36953,1478,,
2014,11,28,金,いちご,46100,福　岡,40.0,17520,2054,,
2014,11,28,金,いちご,46100,愛　知,23.0,11553,1580,,
2014,11,29,土,いちご,46100,,,156721,1548,136.1,95.6
2014,11,29,土,いちご,46100,栃　木,9.0,46200,1478,,
2014,11,29,土,いちご,46100,福　岡,40.0,20955,1929,,
2014,11,29,土,いちご,46100,愛　知,23.0,16812,1542,,
2014,12,1,月,いちご,46100,,,209127,1459,133.4,94.3
2014,12,1,月,いちご,46100,栃　木,9.0,57743,1341,,
2014,12,1,月,いちご,46100,福　岡,40.0,37376,1836,,
2014,12,1,月,いちご,46100,愛　知,23.0,20689,1338,,
2014,12,2,火,いちご,46100,,,162228,1434,77.6,98.3
2014,12,2,火,いちご,46100,栃　木,9.0,38321,1360,,
2014,12,2,火,いちご,46100,福　岡,40.0,26056,1810,,
2014,12,2,火,いちご,46100,愛　知,23.0,19590,1315,,
2014,12,3,水,いちご,46100,,,148013,1403,91.2,97.8
2014,12,3,水,いちご,46100,栃　木,9.0,40853,1352,,
2014,12,3,水,いちご,46100,長　崎,42.0,19068,1322,,
2014,12,3,水,いちご,46100,佐　賀,41.0,16629,1314,,
2014,12,4,木,いちご,46100,,,167522,1419,113.2,101.1
2014,12,4,木,いちご,46100,栃　木,9.0,39793,1346,,
2014,12,4,木,いちご,46100,福　岡,40.0,30739,1783,,
2014,12,4,木,いちご,46100,長　崎,42.0,19485,1302,,
2014,12,5,金,いちご,46100,,,159382,1400,95.1,98.7
2014,12,5,金,いちご,46100,栃　木,9.0,44934,1340,,
2014,12,5,金,いちご,46100,福　岡,40.0,24098,1842,,
2014,12,5,金,いちご,46100,愛　知,23.0,16974,1128,,
2014,12,6,土,いちご,46100,,,187452,1422,117.6,101.6
2014,12,6,土,いちご,46100,栃　木,9.0,55066,1345,,
2014,12,6,土,いちご,46100,福　岡,40.0,30744,1807,,
2014,12,6,土,いちご,46100,長　崎,42.0,17753,1285,,
2014,12,8,月,いちご,46100,,,222100,1480,118.5,104.1
2014,12,8,月,いちご,46100,栃　木,9.0,51067,1354,,
2014,12,8,月,いちご,46100,福　岡,40.0,48802,1780,,
2014,12,8,月,いちご,46100,長　崎,42.0,23390,1337,,
2014,12,9,火,いちご,46100,,,172392,1479,77.6,99.9
2014,12,9,火,いちご,46100,栃　木,9.0,50229,1363,,
2014,12,9,火,いちご,46100,福　岡,40.0,31285,1779,,
2014,12,9,火,いちご,46100,長　崎,42.0,17108,1339,,
2014,12,11,木,いちご,46100,,,284970,1535,165.3,103.8
2014,12,11,木,いちご,46100,栃　木,9.0,76470,1377,,
2014,12,11,木,いちご,46100,福　岡,40.0,51965,1805,,
2014,12,11,木,いちご,46100,長　崎,42.0,31301,1420,,
2014,12,12,金,いちご,46100,,,192075,1558,67.4,101.5
2014,12,12,金,いちご,46100,栃　木,9.0,59741,1383,,
2014,12,12,金,いちご,46100,福　岡,40.0,29939,1848,,
2014,12,12,金,いちご,46100,愛　知,23.0,19206,1555,,
2014,12,13,土,いちご,46100,,,213217,1662,111.0,106.7
2014,12,13,土,いちご,46100,栃　木,9.0,60189,1494,,
